Issue key,Technology,Model Category,Category Confidence,Root Cause,Root Cause Theme
WIFI-7334,WIFI,BSOD,0.13409414426047345,"Fix a race in delete TX resources of peer while there is TX in transient state (not in TID) 
Add new counter into DP peers DB maintaining total number of NBLs processed by peer 
Upon peer removal, spin limited count of iterations (up to 5 ms) to allow transient NBL to be released 
Additional changes: 
* Set TID queue stop reason on initial state of peer remove, for all TIDs 
* Align all flush functions to remove NBL from TID prior to calling drop 
* Enhance drop API to allow selective packet drop from TID 

Master: 813d590bfa77395f73d162a96830e7f842af1c5c 
CC33: 66ff458aa35ec2847c0492f65e7275d9904ac5e0 ",Race / Timing / Interrupt Ordering
WIFI-7313,WIFI,Connectivity,0.2550524859558243,memory override during init,Memory / Pointer / Resource Handling
WIFI-7302,WIFI,Connectivity,0.12744628398743182,nan,Insufficient Root-Cause Detail
WIFI-7296,WIFI,Performance,0.43231857231403453,nan,Insufficient Root-Cause Detail
WIFI-7290,WIFI,Connectivity,0.12809335706730401,Fix: Driver is not expected to poll sensor if dynamic SAR tables exist and the control value is FALSE (feature disabled). added this check. ,Driver-OS Interface / API / OID
WIFI-5287,WIFI,Connectivity,0.1810374964610148,Fix: Driver is not expected to poll sensor if dynamic SAR tables exist and the control value is FALSE (feature disabled). added this check. ,Driver-OS Interface / API / OID
WIFI-5264,WIFI,Connectivity,0.20572158026943987,"Root cause Description:
Currently the driver goes into suspend flow before it switches to shutdown. During this time since wowlan is configured and ME is alive, ME will wake the driver if it has a message in its mailbox for the driver. This will actually prevent the driver to move on to shutdown flow. The solution is when these conditions happen, to let the driver switch directly to shutdown flow since ME will take ownership in S5 regardless of wowlan.
This problem happens only with NICS associated with the HAP mailbox method. This means all NICS used in platforms prior to CNL ",State Machine / Flow Handling
WIFI-5260,WIFI,BSOD,0.590598168696408,missing free of spinlock,Insufficient Root-Cause Detail
WIFI-5250,WIFI,BSOD,0.18697058041299097,nan,Insufficient Root-Cause Detail
WIFI-5239,WIFI,Connectivity,0.11055962800588845,nan,Insufficient Root-Cause Detail
WIFI-5222,WIFI,BSOD,0.13000074814423684,"XTAL tuning is required in order to compensate for temperature.

It was discovered that specific tuning value change (moving caps from <511 to >511) causes large shift in XTAL phase and subsequently on Shared CLK to GLK.

This phase shift may cause platform BSOD due platform PLL losing lock.

In order to prevent this issue we are now limiting max tuning value to 511.",Firmware Config / Parameter / Tuning
WIFI-5174,WIFI,YB/Lost,0.2593550866305815,nan,Insufficient Root-Cause Detail
WIFI-5144,WIFI,Connectivity,0.09752510240335673,"Enable 128 bytes DMA chunks size transactions only for ThP (and above) discrete and Intel CPU. There is an assumption that Intel CPU allows in-order 128B transactions, therefore, need to enable 128 bytes only when working with Intel CPU

CC34: 0130912fcb4823def88e6a6e30f8353ba8cca94f
CC33: 864c0416a68f5c54ef566d24dcf9247809ae2f6",Insufficient Root-Cause Detail
WIFI-5142,WIFI,Connectivity,0.09374890564272795,"Enable 128 bytes DMA chunks size transactions only for ThP (and above) discrete and Intel CPU. There is an assumption that Intel CPU allows in-order 128B transactions, therefore, need to enable 128 bytes only when working with Intel CPU 

 CC34: 0130912fcb4823def88e6a6e30f8353ba8cca94f 
 CC33: 864c0416a68f5c54ef566d24dcf9247809ae2f6a ",Insufficient Root-Cause Detail
WIFI-5128,WIFI,Connectivity,0.09751208760136355,"When loading FW the, driver triggers WD on FW load. 
In case FW load WD expired, the NIC SM enters ERROR state, before resetting FW it waits for all DPCs to complete (inside the NIC SM lock) 
In case the FW load complete DPC is handled on a different core, it will try to take the NIC SM lock in order to indicate the NIC load complete event, this causes a deadlock between the thread that has the SM lock waiting for the DPC to complete and the DPC thread that is waiting for the SM lock. 

Fix was to split the NIC SM reset event to 2 steps. Step one waits for all DPCs to complete inside a job (async) 
This will avoid the wait for DPC to wait while taking the NIC SM lock. 
Once wait for DPC is over, NIC ever RESET_STEP_2 will be triggered to continue FW reset",Firmware Config / Parameter / Tuning
WIFI-5125,WIFI,Connectivity,0.16534067450574902,"FW wrote notifications to driver while already in D3. this caused the UMAC timers to stop functioning (with no immediate fatal error) thus resulting in the UMAC not waking up to trigger the periodic TX. (LMAC remained fully operation hence the NDP keep alive still worked)
fix was to add the implementation of prohibiting the notification while in D3. bug most likely entered while moving WOWLAN code to UMAC.",Firmware Config / Parameter / Tuning
WIFI-5082,WIFI,Connectivity,0.12083374161820652,"duplicated bug from 
https://jira01.devtools.intel.com/browse/WIFI-4629 ",Insufficient Root-Cause Detail
WIFI-5065,WIFI,Connectivity,0.12337010360000232,"Set single RSSI percentage calculation method (WIFI-5226)
Description: The link quality percentage is indicated to OS using two different calculation methods. This value directly affects the bars (signal strength) presented in OS UI. Due to the different calculation algorithms, user was seeing different amount of bars prior and post BSS connection.
The fix is to create one algorithm, which will convert the RSSI to the link quality percentage.
The algorithm was defined by system and updated in SAS (""Link Indications"").

master: 5cc66e8d5da8e14cb6246f52440cc23ebff30ca5",Insufficient Root-Cause Detail
WIFI-5006,WIFI,Performance,0.19740591713551853,nan,Insufficient Root-Cause Detail
WIFI-4966,WIFI,Connectivity,0.10422668923048704,nan,Insufficient Root-Cause Detail
WIFI-4954,WIFI,Connectivity,0.17416083519547787,RF off/on don't have to disable/enable scan,RF / Coexistence / Channel Behavior
WIFI-4943,WIFI,BSOD,0.3112777192128301," It seems that the OS/Proset is changing the dat file (maybe the inbox driver dat file), after uninstalling the driver, which cause us to get YB (unmatch sys and dat files). 

 in the flow of the YB, seems that the driver allocates spinlock and WorkItem for job scheduler but in win7/B it seems that the driver forget to free it. 
 The unfree of WorkItem and spinlock causing the OS to wait for free (and not call unload driver) and eventually causing 0x9F BSOD.  ",State Machine / Flow Handling
WIFI-4909,WIFI,YB/Lost,0.99,nan,Insufficient Root-Cause Detail
WIFI-4892,WIFI,Connectivity,0.11488002109957146,nan,Insufficient Root-Cause Detail
WIFI-4887,WIFI,BSOD,0.14836032886165654,"we encounter a race in case driver wasn't unloaded (meaning, destroy wasn't called), but miniport initialize was subsequently called more than once. 
in this case, worker thread that reads FW files from SSD is running in parallel to initialization thread that frees the global memory which is being filled by the worker thread. 
reason of it doing so and not waiting till worker thread finishes is since it identifies the presence of FW images in global memory",Firmware Config / Parameter / Tuning
WIFI-4886,WIFI,Connectivity,0.99,"fix delivered to main in commit 5c53d0f1ace10cd27c2a056e618c09dc1bae4098

Due to regulatory, mpapd perform its calibration on ch12 instead ch13. But the bug was it didnt tune back to ch13 when calibration is completed.",RF / Coexistence / Channel Behavior
WIFI-4869,WIFI,Connectivity,0.99,Wifi icon didn't change because proset Application is not able to sync with Window 10 OS after the restart of the machine. For syncing the OS we need to restart the netprofm from Microsoft.,Insufficient Root-Cause Detail
WIFI-4839,WIFI,Connectivity,0.10066987479223809,"Enable 128 bytes DMA chunks size transactions only for ThP (and above) discrete and Intel CPU. There is an assumption that Intel CPU allows in-order 128B transactions, therefore, need to enable 128 bytes only when working with Intel CPU

CC34: 0130912fcb4823def88e6a6e30f8353ba8cca94f
CC33: 864c0416a68f5c54ef566d24dcf9247809ae2f6a",Insufficient Root-Cause Detail
WIFI-4837,WIFI,BSOD,0.13671261995079792,"Fixed DP MAC DB callbacks to be cleared when MAC is removed.
If CBs are not removed a MAC can remove and re-add itself to DP. The old CBs are still installed for the old MAC instance might include an already invalid context of the old MAC.",Insufficient Root-Cause Detail
WIFI-4782,WIFI,Performance,0.1423428620849517,nan,Insufficient Root-Cause Detail
WIFI-4780,WIFI,Connectivity,0.13168357762288177,depending dll are missed ,Insufficient Root-Cause Detail
WIFI-4768,WIFI,Connectivity,0.11371229247788218,added Dell SKU to missing Excel,Insufficient Root-Cause Detail
WIFI-4759,WIFI,YB/Lost,0.99,missing interrupt issue,Race / Timing / Interrupt Ordering
WIFI-4757,WIFI,BSOD,0.4043929824437358,duplicate of WIFIWIN-4735,Insufficient Root-Cause Detail
WIFI-4755,WIFI,Connectivity,0.99,"Radio off must not disable OS scan. OS scan is deferred untill radio is on and scan is configured or untill a WD is triggered, then the scan is rejected.",Firmware Config / Parameter / Tuning
WIFI-4739,WIFI,Performance,0.29360326707451967,"15 db difference between antennas caused a wrong gain estimation, eventually causing throughput issues. 

The fix was to disable the AGC PER CHAIN feature so the gain estimation would be calculated using the strong chain ( better gain)

  ",Insufficient Root-Cause Detail
WIFI-4737,WIFI,Connectivity,0.10649042678910695,"we encounter a race in case driver wasn't unloaded (meaning, destroy wasn't called), but miniport initialize was subsequently called more than once. 
 in this case, worker thread that reads FW files from SSD is running in parallel to initialization thread that frees the global memory which is being filled by the worker thread. 
 reason of it doing so and not waiting till worker thread finishes is since it identifies the presence of FW images in global memory ",Firmware Config / Parameter / Tuning
WIFI-4731,WIFI,Performance,0.1338420146595089,"The issue: RTS frame was send on unsupported rate so AP didn't respond to it
The fix: Remove RTS request ",Insufficient Root-Cause Detail
WIFI-4725,WIFI,Performance,0.20715323196433608,ATS delivery to JFP1 (in core 33 20.30) solved issue,Insufficient Root-Cause Detail
WIFI-4721,WIFI,YB/Lost,0.23911286726412967,nan,Insufficient Root-Cause Detail
WIFI-4717,WIFI,Connectivity,0.12627701161850666,Due to Klockwork fix issue resolved.,Insufficient Root-Cause Detail
WIFI-4701,WIFI,Performance,0.21228163096967015,ATS implementation,Insufficient Root-Cause Detail
WIFI-4684,WIFI,Connectivity,0.11912475066812656,nan,Insufficient Root-Cause Detail
WIFI-4680,WIFI,YB/Lost,0.99,Issue was already fixed in CC29. ,Insufficient Root-Cause Detail
WIFI-4677,WIFI,Connectivity,0.29437386177028413,nan,Insufficient Root-Cause Detail
WIFI-4671,WIFI,Connectivity,0.15106579953266458,"Fixed by Maroko.
For SdP the channel width selection algorithm is responsible for transitioning for a 80Mhz width connection to 20Mhz width connection and vice versa (from 20Mhz to 80Mhz).
The decision of which channel width to use is depending on the connection initial parameters and the current link quality.
We use several parameters in  order to decide the link quality but in order to simplify it for example:
if RSSI is strong, we prefer to use 80Mhz, 
if RSSI is weak (high attenuation) we prefer to use 20Mhz because it is more robust.
for this last fix, i calibrate the parameters we look for in order to take the decision and the it ""faster""
so take us less time to move back from 20 Mhz to 80Mhz

CC26: e4751d73400624491bec0d651726c72d78ffecdb ",Firmware Config / Parameter / Tuning
WIFI-4670,WIFI,Connectivity,0.09263837821930346,"not clear.
closed as a result of customer verifying on latest release",Insufficient Root-Cause Detail
WIFI-4664,WIFI,Connectivity,0.23039567460848454,nan,Insufficient Root-Cause Detail
WIFI-4663,WIFI,BSOD,0.23674542931475262,nan,Insufficient Root-Cause Detail
WIFI-4631,WIFI,Connectivity,0.09607973636132021,nan,Insufficient Root-Cause Detail
WIFI-4626,WIFI,Connectivity,0.16213135791813543,Avi please update,Insufficient Root-Cause Detail
WIFI-4604,WIFI,Connectivity,0.12122826380674312,An old bug - explaination required.,Insufficient Root-Cause Detail
WIFI-4578,WIFI,Connectivity,0.1420681900925208,"Fix a race in delete TX resources of peer while there is TX in transient state (not in TID)
Add new counter into DP peers DB maintaining total number of NBLs processed by peer
Upon peer removal, spin limited count of iterations (up to 5 ms) to allow transient NBL to be released
Additional changes:
* Set TID queue stop reason on initial state of peer remove, for all TIDs
* Align all flush functions to remove NBL from TID prior to calling drop
* Enhance drop API to allow selective packet drop from TID

Master: 813d590bfa77395f73d162a96830e7f842af1c5c 
CC33: 66ff458aa35ec2847c0492f65e7275d9904ac5e0",Race / Timing / Interrupt Ordering
WIFI-4570,WIFI,Connectivity,0.4161233869384314,nan,Insufficient Root-Cause Detail
WIFI-4498,WIFI,Connectivity,0.12720455179107445,nan,Insufficient Root-Cause Detail
WIFI-4480,WIFI,Connectivity,0.10849496845713477,"seems that we're missing MAC access request before checking if MAC clock is stable (although the check is done through CSR).
when adding such MAC access request, we can see that there's no repro of the issue.
another approach (that was finally chosen) is to remove clock waiting after set initDone bit",Insufficient Root-Cause Detail
WIFI-4471,WIFI,YB/Lost,0.21019480281007283,nan,Insufficient Root-Cause Detail
